province_id_legacy63,shapeISO,year,ookla_tile_median_download_mbps,ookla_tile_mean_download_mbps,ookla_tests_weighted_mean_download_mbps,ookla_devices_weighted_mean_download_mbps
VN_LEGACY63_79,VN-SG,2022,87.468,87.80182075805881,94.22779847393878,93.61702303752874
VN_LEGACY63_79,VN-SG,2023,128.592,127.39641422002123,133.48210968943627,131.61401582988674
VN_LEGACY63_79,VN-SG,2024,161.66649999999998,159.0796980267794,169.67344099463162,166.3345633287083
VN_LEGACY63_80,VN-41,2021,53.027,61.017336833602585,64.98610771276596,61.507175286221866
VN_LEGACY63_80,VN-41,2022,61.121,72.23875985533454,75.84670050671954,74.68930421427693
VN_LEGACY63_80,VN-41,2023,79.014,94.35593689839573,104.63157809061086,102.05251375930082
VN_LEGACY63_80,VN-41,2024,114.691,125.37878829389788,131.3863214880622,128.41157185170056
VN_LEGACY63_82,VN-46,2021,52.797,59.22727024185069,68.35426628535113,62.950704004329005
VN_LEGACY63_82,VN-46,2022,57.7415,72.3024110751819,74.82183273738578,73.21352406254745
VN_LEGACY63_82,VN-46,2023,76.873,95.7772488342518,101.46861166567744,99.04517610062894
VN_LEGACY63_82,VN-46,2024,107.148,120.97360007371913,127.14922272491636,122.56000013869625
VN_LEGACY63_83,VN-50,2021,51.6405,55.19023136246787,61.2527212264151,59.36352781844802
VN_LEGACY63_83,VN-50,2022,54.336,64.75276464983327,71.84460421580188,69.98196474805816
VN_LEGACY63_83,VN-50,2023,75.47,97.1924829600779,109.8781389413275,101.98925551982852
VN_LEGACY63_83,VN-50,2024,101.919,119.42515116772823,132.00114593019651,125.73339671899807
VN_LEGACY63_84,VN-51,2021,51.199,56.839925120772946,58.79885733377882,59.599071863581
VN_LEGACY63_84,VN-51,2022,47.795500000000004,61.6518303030303,64.70645879505796,65.49288510491915
VN_LEGACY63_84,VN-51,2023,65.66,84.95792815854665,90.43818363273452,92.91756326687117
VN_LEGACY63_84,VN-51,2024,81.7775,94.70081171548115,105.13568580060422,102.4237309328969
VN_LEGACY63_86,VN-49,2021,51.648,57.439330472103,77.15171150971601,60.76136642784032
VN_LEGACY63_86,VN-49,2022,52.093,64.5620782208589,71.13947988031366,69.97958387270766
VN_LEGACY63_86,VN-49,2023,81.052,96.10970246085012,107.68643499520614,102.7531617357002
VN_LEGACY63_86,VN-49,2024,99.458,113.89876782077394,137.31771466388577,122.24901262886598
VN_LEGACY63_87,VN-45,2021,52.773,58.44286666666666,70.4008224914966,62.89455283968368
VN_LEGACY63_87,VN-45,2022,50.943,65.6150564516129,72.10981610476456,71.87919921471378
VN_LEGACY63_87,VN-45,2023,69.101,88.41704402173913,101.93753328474247,96.20058467023173
VN_LEGACY63_87,VN-45,2024,100.82650000000001,116.19303050524309,128.07976622066832,121.876158356676
VN_LEGACY63_89,VN-44,2021,56.703,63.21532928475033,69.23260329014413,66.31581432225065
VN_LEGACY63_89,VN-44,2022,59.347,70.23385535535536,75.32772390773407,74.16120021916092
VN_LEGACY63_89,VN-44,2023,76.312,91.16202983484284,102.00943923673226,98.62996384103701
VN_LEGACY63_89,VN-44,2024,100.399,112.1391534177215,124.34804186580006,120.62098464578901
VN_LEGACY63_91,VN-47,2021,56.465500000000006,62.8577104622871,73.61175884168051,67.30307201028718
VN_LEGACY63_91,VN-47,2022,53.635,65.00474298375185,72.73637474647423,70.39602011573436
VN_LEGACY63_91,VN-47,2023,75.872,92.86832364933741,103.8786269805847,98.0679023834826
VN_LEGACY63_91,VN-47,2024,89.13749999999999,107.99993272171254,120.87239336515067,109.09901665638495
VN_LEGACY63_92,VN-CT,2021,59.662,65.83409188361408,75.5393287288275,73.37243189461883
VN_LEGACY63_92,VN-CT,2022,69.14699999999999,79.05731292517007,92.302013273961,92.10816604708799
VN_LEGACY63_92,VN-CT,2023,98.028,107.79026141078837,122.42725904590459,120.10356398730832
VN_LEGACY63_92,VN-CT,2024,121.9065,127.16753434504793,140.672117898595,141.01722321849928
VN_LEGACY63_93,VN-73,2021,52.714,59.21049056603773,60.054724964739066,60.130840796019896
VN_LEGACY63_93,VN-73,2022,49.345,62.559161467889915,64.52901234731812,67.45759828009828
VN_LEGACY63_93,VN-73,2023,74.179,97.87365605095543,100.29654024511427,97.96915599484315
VN_LEGACY63_93,VN-73,2024,93.8995,115.78111962134251,131.2645185739964,123.21450922818792
VN_LEGACY63_94,VN-52,2021,51.5215,55.819475770925116,59.819767718446606,59.676668058455114
VN_LEGACY63_94,VN-52,2022,52.249,66.8507967722654,74.25508485856905,72.63088517852556
VN_LEGACY63_94,VN-52,2023,69.501,90.05448667439165,103.06972297959548,97.78729137055838
VN_LEGACY63_94,VN-52,2024,93.8325,109.6573171728972,127.21510986379285,119.51658453410181
VN_LEGACY63_95,VN-55,2021,57.721,60.25022739726028,67.04189144434223,66.45101061320754
VN_LEGACY63_95,VN-55,2022,53.182,67.92335208535403,80.65137043428241,77.89055167055169
VN_LEGACY63_95,VN-55,2023,79.46100000000001,106.0325991820041,121.54838548924567,113.8831145320197
VN_LEGACY63_95,VN-55,2024,95.2205,117.81313817097414,130.28494300097435,127.51689602053914
VN_LEGACY63_96,VN-59,2021,57.608,64.92291869918698,72.97951439114391,70.2612502870264
VN_LEGACY63_96,VN-59,2022,60.295,74.08425612177365,78.94140982115795,78.42008917000926
VN_LEGACY63_96,VN-59,2023,91.42750000000001,111.65144170096022,116.86096964440587,112.53662811271298
VN_LEGACY63_96,VN-59,2024,102.885,119.50029587567244,124.73220496272393,121.77504953106684
